date,ville,transaction_id,categorie,produit,prix_unitaire,quantite,remise_pct,moyen_paiement,is_dimanche
2024-05-10,Tanger,T000086,Vetements,Jean,566.31,1,0.0,carte,False
2024-11-25,Marrakech,T000087,Vetements,Veste,164.99,2,15.0,Carte,False
2024-04-20,Rabat,T000088,Electronique,Casque,1198.65,1,15.0,En ligne,False
2024-12-23,Rabat,T000089,Electronique,Clavier,1004.66,2,0.0,En ligne,False
2024-10-01,Agadir,T000091,Vetements,Jean,376.95,2,0.0,En ligne,False
2024-03-29,Agadir,T000092,Electronique,Clavier,1727.65,1,0.0,Carte,False
2024-05-03,Agadir,T000093,Sports,Raquette,1071.14,1,5.0,En ligne,False
2024-10-04,Marrakech,T000094,Alimentation,The,202.89,1,0.0,En ligne,False
2024-07-12,Agadir,T000095,Maison,Lampe,302.59,1,0.0,En ligne,False
2024-04-11,Fes,T000096,Electronique,Smartphone,258.98,2,5.0,Carte,False
2024-02-09,Rabat,T000097,Beaute,Savon,304.79,1,15.0,Carte,False
2024-07-22,Rabat,T000100,Maison,Lampe,559.91,2,0.0,Especes,False
2024-05-22,Casablanca,T000101,Beaute,Shampooing,302.82,3,5.0,Especes,False
2024-09-20,Agadir,T000102,Alimentation,Cafe,72.71,2,10.0,Especes,False
2024-11-07,Casablanca,T000104,Alimentation,Cafe,93.96,1,0.0,Carte,False
2024-07-13,Agadir,T000105,Sports,Halteres,1641.33,1,0.0,Especes,False
2024-10-17,Casablanca,T000106,Sports,Chaussures Running,284.61,2,0.0,En ligne,False
2024-06-29,Agadir,T000107,Beaute,Maquillage,272.54,1,5.0,En ligne,False
2024-07-27,Fes,T000109,Electronique,Souris,2335.44,1,0.0,En ligne,False
2024-03-25,Rabat,T000110,Alimentation,Huile,99.85,1,5.0,En ligne,False
2024-09-05,Fes,T000111,Alimentation,Pates,35.73,1,5.0,En ligne,False
2024-06-24,Casablanca,T000112,Electronique,Clavier,2055.5,1,0.0,Especes,False
2024-09-25,Agadir,T000113,Sports,Tapis Yoga,384.18,2,0.0,Especes,False
2024-01-04,Agadir,T000114,Electronique,Casque,2006.1,2,15.0,Especes,False
2024-04-05,Marrakech,T000115,Alimentation,Cafe,50.22,2,10.0,En ligne,False
2024-03-23,Fes,T000116,Beaute,Shampooing,646.97,3,0.0,Carte,False
2024-07-19,Fes,T000117,Sports,Ballon,355.24,3,15.0,Carte,False
2024-12-03,Casablanca,T000118,Electronique,Tablette,1294.8,2,15.0,Especes,False
2024-09-05,Casablanca,T000119,Alimentation,The,217.69,1,0.0,Especes,False
2024-08-10,Fes,T000120,Vetements,Jean,200.85,3,15.0,CB,False
2024-12-05,Rabat,T000121,Beaute,Shampooing,283.38,1,0.0,Carte,False
2024-10-31,Tanger,T000122,Sports,Halteres,593.99,1,10.0,En ligne,False
2024-01-10,Rabat,T000125,Maison,Coussin,725.53,1,,Carte,False
2024-05-24,Fes,T000126,Electronique,Souris,2121.05,2,0.0,Carte,False
2024-07-15,Fes,T000127,Alimentation,Cafe,34.55,2,0.0,CB,False
2024-10-05,Agadir,T000128,Beaute,Serum,120.96,3,10.0,En ligne,False
2024-10-10,Rabat,T000130,Beaute,Shampooing,114.06,1,0.0,Carte,False
2024-09-02,Fes,T000131,Alimentation,Riz,103.81,2,0.0,Especes,False
2024-09-10,Tanger,T000132,Beaute,Creme,77.6,1,0.0,En ligne,False
2024-11-14,Marrakech,T000133,Maison,Lampe,959.66,1,0.0,En ligne,False
2024-03-18,Marrakech,T000134,Maison,Miroir,602.25,2,0.0,Especes,False
2024-06-17,Tanger,T000135,Beaute,Serum,462.64,1,5.0,Carte,False
2024-06-24,Fes,T000136,Vetements,Chaussures,731.12,2,0.0,Especes,False
2024-06-14,Fes,T000137,Alimentation,Pates,89.02,2,10.0,Especes,False
2024-10-04,Marrakech,T000139,Maison,Lampe,511.11,3,0.0,Carte,False
2024-12-09,Casablanca,T000140,Electronique,Smartphone,1007.7,1,5.0,Especes,False
2024-07-19,Agadir,T000141,Maison,Lampe,1175.46,2,5.0,Carte,False
2024-05-01,Agadir,T000142,Vetements,T-shirt,648.39,1,10.0,Carte,False
2024-12-13,Fes,T000143,Maison,Chaise,269.53,1,5.0,En ligne,False
2024-02-01,Marrakech,T000145,Maison,Miroir,1088.89,1,0.0,Carte,False
2024-10-22,Agadir,T000146,Maison,Miroir,370.64,1,0.0,Carte,False
2024-10-31,Casablanca,T000147,Vetements,Veste,699.7,2,5.0,carte,False
2024-10-18,Rabat,T000148,Sports,Ballon,285.75,2,0.0,Carte,False
2024-12-25,Casablanca,T000149,Vetements,Sweat,601.52,1,0.0,CB,False
2024-03-20,Casablanca,T000150,Beaute,Savon,694.55,2,0.0,Carte,False
2024-08-17,Tanger,T000152,Vetements,Chaussures,153.22,2,0.0,Carte,False
2024-02-14,Marrakech,T000153,Maison,Lampe,648.3,1,0.0,Carte,False
2024-11-20,Tanger,T000154,Beaute,Maquillage,677.12,1,0.0,En ligne,False
2024-02-28,Tanger,T000155,Maison,Lampe,1397.63,1,0.0,Carte,False
2024-12-13,Rabat,T000156,Sports,Chaussures Running,1701.41,2,10.0,Carte,False
2024-05-04,Casablanca,T000157,Beaute,Savon,42.71,1,,Carte,False
2024-03-16,Casablanca,T000158,Alimentation,Cafe,125.45,1,5.0,Carte,False
2024-03-12,Agadir,T000159,Maison,Chaise,1190.01,1,10.0,Carte,False
2024-07-09,Agadir,T000160,Vetements,Veste,356.2,1,0.0,Especes,False
2024-03-23,Fes,T000163,Electronique,Tablette,3132.89,2,5.0,Especes,False
2024-05-10,Rabat,T000164,Vetements,T-shirt,750.24,1,10.0,Especes,False
2024-06-03,Rabat,T000165,Alimentation,Huile,14.63,1,0.0,Carte,False
2024-10-04,Marrakech,T000166,Maison,Chaise,649.95,2,0.0,Carte,False
2024-09-13,Tanger,T000167,Electronique,Clavier,1250.73,1,10.0,En ligne,False
2024-11-22,Casablanca,T000168,Sports,Chaussures Running,330.94,2,10.0,Carte,False
2024-06-08,Marrakech,T000170,Electronique,Ecouteurs,2625.61,2,0.0,Especes,False
2024-04-06,Casablanca,T000172,Sports,Ballon,632.39,1,5.0,En ligne,False
2024-03-04,Rabat,T000173,Sports,Velo appartement,726.34,2,10.0,En ligne,False
2024-06-04,Agadir,T000174,Alimentation,The,147.31,1,0.0,En ligne,False
2024-12-19,Rabat,T000175,Beaute,Serum,454.43,2,0.0,Carte,False
2024-04-11,Tanger,T000176,Maison,Lampe,792.31,1,5.0,Carte,False
2024-12-27,Marrakech,T000177,Beaute,Shampooing,176.28,1,0.0,Especes,False
2024-01-16,Agadir,T000178,Beaute,Maquillage,78.61,1,0.0,Especes,False
2024-07-27,Rabat,T000179,Alimentation,Cafe,195.65,3,5.0,Carte,False
2024-01-24,Casablanca,T000180,Electronique,Souris,740.76,2,0.0,Especes,False
2024-02-09,Tanger,T000181,Alimentation,Cafe,170.38,1,0.0,Carte,False
2024-09-02,Fes,T000182,Sports,Velo appartement,658.61,2,0.0,En ligne,False
2024-07-25,Fes,T000183,Vetements,Veste,364.78,1,0.0,En ligne,False
2024-02-05,Tanger,T000186,Beaute,Serum,73.86,1,0.0,En ligne,False
2024-01-16,Fes,T000188,Alimentation,Cereales,130.86,2,0.0,Especes,False
2024-07-23,Agadir,T000190,Electronique,Clavier,3480.56,2,15.0,Carte,False
2024-10-25,Agadir,T000191,Alimentation,Pates,129.39,1,10.0,En ligne,False
2024-08-20,Fes,T000192,Alimentation,Huile,165.88,2,5.0,Especes,False
2024-12-25,Rabat,T000193,Alimentation,Cafe,122.16,1,0.0,Carte,False
2024-10-12,Agadir,T000194,Vetements,Sweat,190.31,2,10.0,Especes,False
2024-03-26,Rabat,T000195,Electronique,Ecouteurs,984.28,1,0.0,En-ligne,False
2024-11-18,Marrakech,T000196,Electronique,Casque,1016.76,1,0.0,CB,False
2024-10-19,Marrakech,T000197,Sports,Raquette,1732.53,1,5.0,Carte,False
2024-10-16,Fes,T000198,Alimentation,The,76.26,1,10.0,En ligne,False
2024-07-22,Casablanca,T000199,Maison,Miroir,1011.52,2,,Especes,False
2024-02-19,Tanger,T000200,Vetements,T-shirt,626.96,2,15.0,En ligne,False
2024-08-01,Marrakech,T000201,Vetements,Robe,567.19,1,0.0,Carte,False
2024-01-08,Tanger,T000202,Sports,Raquette,812.61,1,0.0,Carte,False
2024-03-18,Rabat,T000203,Vetements,Chaussures,660.51,2,0.0,En-ligne,False
2024-12-18,Agadir,T000206,Alimentation,Cafe,171.57,1,0.0,En ligne,False
2024-10-03,Tanger,T000207,Sports,Chaussures Running,1736.23,2,10.0,En ligne,False
2024-10-21,Agadir,T000208,Maison,Table,679.28,1,10.0,Carte,False
2024-12-17,Marrakech,T000209,Alimentation,Cafe,97.87,2,0.0,En ligne,False
2024-02-29,Marrakech,T000210,Vetements,T-shirt,261.16,2,0.0,Carte,False
2024-01-15,Rabat,T000212,Electronique,Clavier,2701.71,1,15.0,Carte,False
2024-01-03,Rabat,T000213,Maison,Table,623.35,2,0.0,En ligne,False
2024-07-15,Fes,T000214,Sports,Tapis Yoga,929.62,1,0.0,Especes,False
2024-08-12,Tanger,T000215,Beaute,Serum,602.73,2,0.0,En ligne,False
2024-06-06,Fes,T000216,Electronique,Souris,2248.05,1,10.0,En ligne,False
2024-10-12,Agadir,T000217,Vetements,Chaussures,561.07,1,0.0,Especes,False
2024-02-23,Tanger,T000218,Vetements,Robe,759.97,1,15.0,CB,False
2024-07-11,Agadir,T000219,Vetements,Chaussures,841.24,1,10.0,Especes,False
2024-06-27,Tanger,T000220,Maison,Chaise,163.79,1,15.0,En ligne,False
2024-08-08,Rabat,T000221,Vetements,Veste,754.13,2,15.0,Carte,False
2024-02-06,Rabat,T000223,Alimentation,Pates,96.1,1,0.0,En ligne,False
2024-04-12,Rabat,T000224,Electronique,Smartphone,2769.59,2,0.0,Especes,False
2024-06-04,Rabat,T000225,Electronique,Ecouteurs,3333.12,1,10.0,Carte,False
2024-02-16,Agadir,T000227,Electronique,Tablette,1708.06,1,5.0,Carte,False
2024-02-16,Fes,T000229,Sports,Tapis Yoga,348.85,2,5.0,En ligne,False
2024-04-27,Fes,T000230,Alimentation,Pates,23.44,3,10.0,En ligne,False
2024-09-27,Fes,T000231,Sports,Chaussures Running,800.7,1,5.0,En ligne,False
2024-11-20,Tanger,T000232,Vetements,Veste,460.53,2,5.0,Carte,False
2024-09-18,Agadir,T000233,Electronique,Smartphone,1374.5,1,10.0,En ligne,False
2024-08-20,Marrakech,T000234,Maison,Coussin,811.42,1,10.0,En ligne,False
2024-11-25,Agadir,T000235,Vetements,T-shirt,461.26,2,10.0,carte,False
2024-01-16,Rabat,T000236,Alimentation,Riz,78.23,1,0.0,Especes,False
2024-09-18,Agadir,T000237,Vetements,Chaussures,474.99,1,0.0,Carte,False
2024-01-24,Casablanca,T000238,Alimentation,The,64.6,2,0.0,En ligne,False
2024-08-27,Casablanca,T000239,Alimentation,Cafe,106.37,2,,En ligne,False
2024-07-08,Marrakech,T000240,Electronique,Smartphone,3211.36,2,0.0,En ligne,False
2024-10-15,Agadir,T000241,Maison,Coussin,949.42,3,0.0,Carte,False
2024-02-01,Fes,T000243,Maison,Tapis,1361.08,2,0.0,Especes,False
2024-07-11,Fes,T000244,Vetements,Jean,526.13,1,5.0,Especes,False
2024-09-09,Casablanca,T000245,Alimentation,The,162.41,1,0.0,En ligne,False
2024-09-11,Marrakech,T000246,Alimentation,Cereales,83.38,1,15.0,En ligne,False
2024-06-12,Fes,T000247,Sports,Raquette,746.18,1,10.0,En ligne,False
2024-02-29,Agadir,T000250,Sports,Halteres,163.26,2,10.0,CB,False
2024-05-09,Rabat,T000251,Sports,Halteres,854.39,2,0.0,Carte,False
2024-03-04,Rabat,T000253,Alimentation,Cafe,184.34,2,10.0,Carte,False
2024-11-28,Marrakech,T000254,Alimentation,The,164.4,1,0.0,Especes,False
2024-11-08,Rabat,T000255,Vetements,T-shirt,685.12,2,5.0,Carte,False
2024-05-22,Rabat,T000256,Electronique,Ecouteurs,3144.28,1,0.0,En ligne,False
2024-07-26,Casablanca,T000257,Alimentation,The,193.33,2,5.0,En ligne,False
2024-09-04,Marrakech,T000258,Alimentation,The,212.94,1,0.0,Especes,False
2024-08-30,Casablanca,T000259,Sports,Velo appartement,1003.71,1,15.0,Especes,False
2024-09-23,Agadir,T000261,Vetements,Chaussures,288.93,3,0.0,carte,False
2024-06-10,Fes,T000262,Sports,Raquette,325.72,1,0.0,En ligne,False
2024-07-23,Tanger,T000263,Sports,Halteres,1334.79,1,0.0,Especes,False
2024-11-01,Casablanca,T000264,Alimentation,Cafe,128.62,1,0.0,En ligne,False
2024-10-24,Marrakech,T000265,Sports,Halteres,619.0,1,0.0,Carte,False
2024-10-12,Agadir,T000266,Alimentation,Huile,157.98,1,0.0,En ligne,False
2024-08-23,Fes,T000268,Vetements,Robe,693.05,2,0.0,En ligne,False
2024-06-19,Rabat,T000269,Alimentation,The,112.01,1,15.0,Especes,False
2024-12-19,Marrakech,T000270,Electronique,Smartphone,1531.9,1,0.0,Carte,False
2024-09-12,Agadir,T000271,Alimentation,Pates,208.39,1,5.0,En ligne,False
2024-05-10,Agadir,T000272,Sports,Halteres,171.85,3,0.0,En ligne,False
2024-04-17,Agadir,T000273,Beaute,Serum,126.2,1,10.0,Especes,False
2024-09-24,Casablanca,T000274,Vetements,Sweat,576.87,1,5.0,Carte,False
2024-10-11,Fes,T000275,Alimentation,Cafe,115.16,2,10.0,Especes,False
2024-12-16,Agadir,T000276,Vetements,T-shirt,760.87,1,0.0,En ligne,False
2024-10-30,Marrakech,T000278,Beaute,Shampooing,525.96,1,0.0,carte,False
2024-06-07,Tanger,T000279,Electronique,Smartphone,849.3,2,5.0,Especes,False
2024-07-24,Rabat,T000280,Electronique,Clavier,2190.1,1,10.0,Especes,False
2024-10-10,Agadir,T000282,Maison,Tapis,206.47,1,15.0,Carte,False
2024-08-14,Agadir,T000283,Vetements,T-shirt,604.45,1,10.0,Especes,False
2024-05-11,Tanger,T000284,Beaute,Savon,672.07,2,10.0,Especes,False
2024-09-14,Agadir,T000285,Alimentation,Pates,51.73,1,0.0,Carte,False
2024-10-10,Agadir,T000286,Alimentation,Pates,105.34,1,5.0,Carte,False
2024-04-01,Casablanca,T000287,Alimentation,Riz,79.69,4,10.0,Carte,False
2024-06-05,Rabat,T000288,Vetements,Jean,537.93,1,0.0,En ligne,False
2024-04-01,Fes,T000289,Electronique,Tablette,1577.48,2,0.0,Carte,False
2024-05-31,Marrakech,T000291,Beaute,Maquillage,697.4,2,,Carte,False
2024-03-16,Casablanca,T000292,Alimentation,Pates,121.94,2,5.0,Especes,False
2024-09-24,Agadir,T000293,Maison,Coussin,756.62,1,15.0,En ligne,False
2024-08-06,Casablanca,T000294,Alimentation,Riz,95.79,2,15.0,En ligne,False
2024-07-18,Rabat,T000295,Beaute,Parfum,463.42,1,0.0,Carte,False
2024-11-29,Rabat,T000296,Vetements,Robe,465.47,1,0.0,En ligne,False
2024-04-05,Casablanca,T000298,Vetements,Sweat,624.18,4,0.0,En ligne,False
2024-06-11,Casablanca,T000299,Alimentation,Cafe,20.51,1,0.0,Carte,False
2024-03-21,Fes,T000300,Beaute,Parfum,345.51,1,0.0,carte,False
2024-02-02,Marrakech,T000301,Beaute,Shampooing,323.64,1,0.0,Especes,False
2024-09-11,Fes,T000302,Electronique,Souris,2410.86,1,10.0,CB,False
2024-02-15,Fes,T000303,Vetements,Robe,124.75,1,0.0,Carte,False
2024-03-28,Casablanca,T000304,Alimentation,Huile,165.21,3,5.0,Especes,False
2024-08-12,Casablanca,T000305,Beaute,Serum,187.76,2,5.0,En ligne,False
2024-06-29,Rabat,T000306,Sports,Tapis Yoga,957.33,3,0.0,Especes,False
2024-04-19,Fes,T000307,Electronique,Smartphone,2818.27,1,0.0,Carte,False
2024-08-01,Fes,T000308,Maison,Lampe,959.54,1,0.0,Especes,False
2024-05-01,Tanger,T000309,Beaute,Creme,509.59,3,0.0,Carte,False
2024-01-13,Marrakech,T000312,Alimentation,Cereales,112.99,1,,En ligne,False
2024-08-09,Fes,T000313,Alimentation,Riz,193.28,2,0.0,En ligne,False
2024-02-16,Agadir,T000315,Electronique,Souris,3469.18,1,0.0,Especes,False
2024-09-19,Fes,T000317,Vetements,T-shirt,656.56,2,5.0,Especes,False
2024-04-25,Tanger,T000318,Sports,Chaussures Running,227.88,1,5.0,Especes,False
2024-07-11,Agadir,T000320,Sports,Velo appartement,1078.32,1,5.0,Especes,False
2024-04-20,Agadir,T000321,Maison,Chaise,509.53,1,0.0,En ligne,False
2024-06-15,Tanger,T000322,Beaute,Maquillage,388.84,1,10.0,Especes,False
2024-05-20,Marrakech,T000323,Electronique,Casque,2627.57,2,5.0,En ligne,False
2024-06-28,Rabat,T000324,Maison,Chaise,1003.88,2,,En ligne,False
2024-10-25,Casablanca,T000325,Maison,Tapis,884.94,2,0.0,Especes,False
2024-08-10,Rabat,T000326,Sports,Halteres,470.79,2,10.0,Carte,False
2024-11-26,Agadir,T000327,Sports,Tapis Yoga,1769.45,1,10.0,Carte,False
2024-05-25,Casablanca,T000329,Sports,Ballon,1596.3,1,0.0,Carte,False
2024-08-19,Rabat,T000330,Sports,Chaussures Running,407.42,1,10.0,Especes,False
2024-05-10,Agadir,T000331,Alimentation,Pates,212.76,1,5.0,Especes,False
2024-10-08,Tanger,T000332,Maison,Lampe,169.46,1,10.0,Carte,False
2024-10-05,Tanger,T000333,Sports,Raquette,855.82,1,0.0,Carte,False
2024-02-21,Marrakech,T000334,Vetements,Veste,506.48,2,0.0,En-ligne,False
2024-09-18,Tanger,T000336,Maison,Chaise,780.51,2,,Carte,False
2024-12-06,Fes,T000337,Maison,Coussin,176.18,2,10.0,CB,False
2024-07-19,Rabat,T000338,Electronique,Casque,2294.11,1,0.0,Carte,False
2024-06-28,Agadir,T000339,Alimentation,Huile,37.95,2,10.0,Especes,False
2024-03-18,Rabat,T000340,Alimentation,Huile,129.35,2,0.0,En ligne,False
2024-01-13,Tanger,T000342,Maison,Miroir,708.13,2,0.0,Especes,False
2024-12-12,Marrakech,T000343,Electronique,Ecouteurs,2246.33,1,0.0,Carte,False
2024-08-09,Agadir,T000344,Beaute,Serum,650.79,1,10.0,Carte,False
2024-08-24,Marrakech,T000345,Vetements,Chaussures,792.8,1,0.0,Especes,False
2024-12-13,Marrakech,T000346,Vetements,Sweat,504.44,1,0.0,Especes,False
2024-04-12,Fes,T000347,Alimentation,Cereales,96.7,1,10.0,En ligne,False
2024-05-31,Casablanca,T000348,Alimentation,Huile,21.62,1,15.0,Especes,False
2024-05-13,Agadir,T000349,Electronique,Souris,3259.78,1,0.0,Especes,False
2024-09-30,Fes,T000350,Beaute,Maquillage,291.11,1,5.0,Especes,False
2024-10-21,Fes,T000352,Beaute,Serum,178.83,2,15.0,Carte,False
2024-07-15,Casablanca,T000354,Alimentation,Cafe,166.0,2,0.0,Carte,False
2024-01-30,Fes,T000355,Alimentation,Riz,61.49,1,0.0,Carte,False
2024-10-07,Tanger,T000356,Electronique,Souris,3436.15,1,10.0,Especes,False
2024-01-01,Marrakech,T000357,Alimentation,Cereales,142.34,2,0.0,En ligne,False
2024-03-09,Tanger,T000358,Alimentation,Riz,95.65,1,15.0,Carte,False
2024-01-22,Tanger,T000359,Electronique,Casque,1868.72,1,0.0,Especes,False
2024-08-14,Tanger,T000360,Maison,Chaise,649.68,2,5.0,En ligne,False
2024-09-23,Marrakech,T000361,Alimentation,Huile,102.94,1,0.0,En ligne,False
2024-05-17,Rabat,T000362,Vetements,Chaussures,443.2,1,5.0,Carte,False
2024-02-26,Fes,T000364,Alimentation,The,158.57,3,0.0,En ligne,False
2024-07-22,Fes,T000365,Beaute,Creme,339.5,3,10.0,En ligne,False
2024-09-02,Marrakech,T000367,Sports,Raquette,605.18,2,5.0,Especes,False
2024-09-05,Tanger,T000368,Alimentation,The,16.3,2,10.0,Carte,False
2024-09-07,Casablanca,T000369,Maison,Lampe,1077.01,1,0.0,Especes,False
2024-08-10,Casablanca,T000370,Beaute,Creme,211.42,1,10.0,Carte,False
2024-05-23,Casablanca,T000371,Vetements,Robe,762.53,2,0.0,En ligne,False
2024-06-28,Tanger,T000372,Sports,Halteres,1548.46,1,0.0,Carte,False
2024-08-09,Fes,T000373,Alimentation,Pates,196.25,2,,Carte,False
2024-08-06,Marrakech,T000374,Alimentation,Cafe,213.54,1,0.0,Carte,False
2024-10-18,Casablanca,T000375,Sports,Raquette,1035.25,2,0.0,Carte,False
2024-07-13,Marrakech,T000376,Electronique,Souris,572.92,2,0.0,Especes,False
2024-10-25,Tanger,T000378,Maison,Coussin,770.24,1,10.0,Carte,False
2024-12-20,Fes,T000379,Sports,Tapis Yoga,829.58,1,0.0,Especes,False
2024-05-31,Rabat,T000380,Alimentation,Riz,30.86,1,0.0,En ligne,False
2024-08-16,Tanger,T000382,Beaute,Serum,293.76,1,0.0,En ligne,False
2024-07-24,Casablanca,T000384,Sports,Halteres,377.5,2,0.0,Carte,False
2024-06-28,Fes,T000385,Beaute,Creme,385.81,1,0.0,En ligne,False
2024-03-25,Fes,T000386,Alimentation,Riz,65.21,2,15.0,Carte,False
2024-09-03,Fes,T000387,Sports,Tapis Yoga,991.18,1,10.0,En ligne,False
2024-08-23,Tanger,T000389,Electronique,Casque,3280.74,1,0.0,En ligne,False
2024-06-07,Fes,T000390,Alimentation,The,113.13,1,10.0,Especes,False
2024-05-23,Rabat,T000391,Sports,Chaussures Running,1181.95,1,0.0,Especes,False
2024-09-12,Tanger,T000392,Beaute,Shampooing,379.95,1,5.0,Especes,False
2024-08-09,Tanger,T000393,Vetements,Robe,750.2,3,0.0,Carte,False
2024-05-14,Casablanca,T000394,Beaute,Savon,84.19,1,10.0,Especes,False
